job_id,job_title,company,skills,description,location,experience,combined_text
329,data scientist-artificial intelligence,ibm,"kubernetes, docker, microservices, project management, node.js, continuous integration, ci/cd, sql",responsibilities the analytics developer role requires a highly analytical individual p...,bengaluru,1-4 yrs,"data scientist-artificial intelligence. Skills: kubernetes, docker, microservices, project management, node.js, continuous integration, ci/cd, sql. Description: responsibilities the analytics developer role requires a highly analytical individual p..."
330,data scientist,intelex technologies ulc,"condition monitoring, computer vision, automation, data analysis, machine learning, healthcare, product design, sql",responsibilities the analytics developer role requires a highly analytical individual p...,bengaluru,1-4 yrs,"data scientist. Skills: condition monitoring, computer vision, automation, data analysis, machine learning, healthcare, product design, sql. Description: responsibilities the analytics developer role requires a highly analytical individual p..."
331,data scientist,nityo infotech,"computer science, c++, neural networks, analytical, machine learning, data collection, data visualization, data mining",responsibilities the analytics developer role requires a highly analytical individual p...,bengaluru,1-4 yrs,"data scientist. Skills: computer science, c++, neural networks, analytical, machine learning, data collection, data visualization, data mining. Description: responsibilities the analytics developer role requires a highly analytical individual p..."
332,data scientist,juniper networks,"snowflake, ai solutions, presentation skills, relational sql, artificial intelligence, ml, sql, data",responsibilities the analytics developer role requires a highly analytical individual p...,bengaluru,1-4 yrs,"data scientist. Skills: snowflake, ai solutions, presentation skills, relational sql, artificial intelligence, ml, sql, data. Description: responsibilities the analytics developer role requires a highly analytical individual p..."
333,data scientist,gojek,"operations research, prototype, version control, machine learning, data processing, sql, python, technical documentation","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: operations research, prototype, version control, machine learning, data processing, sql, python, technical documentation. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
334,data scientist,ericsson,"backend, gcp, database design, analytical, machine learning, programming, application development, sql","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: backend, gcp, database design, analytical, machine learning, programming, application development, sql. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
335,data scientist 1,paypal,"data science, analytical, consulting, machine learning, hypothesis testing, customer engagement, analytics, sql","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist 1. Skills: data science, analytical, consulting, machine learning, hypothesis testing, customer engagement, analytics, sql. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
336,data scientist - ai for computer vision,philips,"computer vision, version control, image processing, artificial intelligence, machine learning, healthcare, natural language processing, open source","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist - ai for computer vision. Skills: computer vision, version control, image processing, artificial intelligence, machine learning, healthcare, natural language processing, open source. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
337,data scientist,eze software group,"unix, c++, linux, sas, xml, project management, perl, business intelligence","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: unix, c++, linux, sas, xml, project management, perl, business intelligence. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
338,data scientist (telco),payu,"telecom, logistic regression, analytical, social media, machine learning, forecasting, operations, financial services","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist (telco). Skills: telecom, logistic regression, analytical, social media, machine learning, forecasting, operations, financial services. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
339,data scientist - telco,payu,"telecom, nosql, neural networks, analytical, machine learning, forecasting, operations, sql","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist - telco. Skills: telecom, nosql, neural networks, analytical, machine learning, forecasting, operations, sql. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
340,data scientist,caterpillar inc,"data management, information security, strategic planning, project planning, data quality, data mining, continuous improvement, analytics","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: data management, information security, strategic planning, project planning, data quality, data mining, continuous improvement, analytics. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
341,data scientist,dtc infotech,"python, it systems administration, data analysis, data management, modeling, spotfire, analytics tool, visual analytics","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: python, it systems administration, data analysis, data management, modeling, spotfire, analytics tool, visual analytics. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
342,data scientist,ss&c technologies,"unix, c++, linux, sas, xml, project management, perl, business intelligence","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: unix, c++, linux, sas, xml, project management, perl, business intelligence. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
343,data scientist,siemens,"operations research, sap, version control, data science, analytical, machine learning, business process management, oracle","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: operations research, sap, version control, data science, analytical, machine learning, business process management, oracle. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
344,data scientist/engineer,trimble applanix,"erp, prototype, data management, machine learning, cms, strategic planning, data structures, microsoft","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist/engineer. Skills: erp, prototype, data management, machine learning, cms, strategic planning, data structures, microsoft. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
345,data scientist - gen ai,capco,"delivery excellence, deep learning, database management, machine learning, management consulting, banking, manager technology, microsoft","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist - gen ai. Skills: delivery excellence, deep learning, database management, machine learning, management consulting, banking, manager technology, microsoft. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
346,data scientist,inference labs,"c++, linux, networking, coding, javascript, dns, perl, http","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: c++, linux, networking, coding, javascript, dns, perl, http. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
347,data scientist,sap,"data analysis, consulting, machine learning, javascript, agile, software implementation, analytics, sql","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: data analysis, consulting, machine learning, javascript, agile, software implementation, analytics, sql. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
348,data scientist,lightcast,"computer science, operations research, project management, analytical, machine learning, market data, natural language processing, data visualization","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: computer science, operations research, project management, analytical, machine learning, market data, natural language processing, data visualization. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
349,data scientist,systechcorp inc,"nosql, data science, gcp, project management, analytical, machine learning, model development, sql","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: nosql, data science, gcp, project management, analytical, machine learning, model development, sql. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
350,data scientist/engineer,trimble,"erp, prototype, data management, machine learning, cms, strategic planning, data structures, microsoft","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist/engineer. Skills: erp, prototype, data management, machine learning, cms, strategic planning, data structures, microsoft. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
351,data scientist/engineer,trimble,"deep learning, python, data structures and algorithms, software engineering, data structures, nosql databases, nosql, data engineering","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist/engineer. Skills: deep learning, python, data structures and algorithms, software engineering, data structures, nosql databases, nosql, data engineering. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
352,data scientist,xebia academy global,"mining, text mining, logistic regression, machine learning, data mining, open source, continuous improvement, forecasting","bachelor s or master s degree in computer science, statistics, operations research, or ...",bengaluru,1-2 yrs,"data scientist. Skills: mining, text mining, logistic regression, machine learning, data mining, open source, continuous improvement, forecasting. Description: bachelor s or master s degree in computer science, statistics, operations research, or ..."
353,data scientist - i,meesho,"analytical skills, spark, neural networks, machine learning, commerce, e-commerce, big data, sql",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist - i. Skills: analytical skills, spark, neural networks, machine learning, commerce, e-commerce, big data, sql. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
354,data scientist,manek consulting,"machine learning, data science, python, scikit-learn, natural language processing, data mining, data drif, numpy",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: machine learning, data science, python, scikit-learn, natural language processing, data mining, data drif, numpy. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
355,data scientist / decision scientist,maruti suzuki,"cloud computing, data science, neural networks, machine learning, programming, telematics, data visualization, automotive",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist / decision scientist. Skills: cloud computing, data science, neural networks, machine learning, programming, telematics, data visualization, automotive. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
356,data scientist - gen ai,cygnus a d management consulting llp,"generative ai, problem solving, llm, machine learning, large language models, python, languages, artificial intelligence",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist - gen ai. Skills: generative ai, problem solving, llm, machine learning, large language models, python, languages, artificial intelligence. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
357,data scientist,accolite software india pvt ltd,"machine learning, business rules, data analytics, data visualization, research, sql, python, rules",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: machine learning, business rules, data analytics, data visualization, research, sql, python, rules. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
358,data scientist,tokopedia,"computer science, operations research, prototype, version control, formulation, machine learning, data processing, sql",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: computer science, operations research, prototype, version control, formulation, machine learning, data processing, sql. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
359,ai engineer/data scientist,blackbox analytics &amp;amp; solutions private limited,"computer vision, front end, machine learning, network services, data processing, data quality, natural language processing, data privacy",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"ai engineer/data scientist. Skills: computer vision, front end, machine learning, network services, data processing, data quality, natural language processing, data privacy. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
360,data scientist,ss&c technologies,"unix, c++, linux, sas, xml, project management, perl, business intelligence",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: unix, c++, linux, sas, xml, project management, perl, business intelligence. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
361,data scientist,mapup,"data analysis, prototype, coding, analytical, machine learning, flex, algorithm development, analytics",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: data analysis, prototype, coding, analytical, machine learning, flex, algorithm development, analytics. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
362,data scientist - machine learning,rpa infotech,"computer science, operations research, data science, bfsi, network analysis, machine learning, social networking, natural language processing",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist - machine learning. Skills: computer science, operations research, data science, bfsi, network analysis, machine learning, social networking, natural language processing. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
363,data scientist / machine learning engineer,neosoft,"building models, sql, building ml models, data scientist / machine learning engineer, financial/risk verticals, azure, sas, feature engineering",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist / machine learning engineer. Skills: building models, sql, building ml models, data scientist / machine learning engineer, financial/risk verticals, azure, sas, feature engineering. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
364,data scientist,gforce consulting solutions,"computer vision, marketing analytics, data science, risk analytics, analytical, demand forecasting, consulting, natural language processing",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: computer vision, marketing analytics, data science, risk analytics, analytical, demand forecasting, consulting, natural language processing. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
365,data scientist,z2plus placement & security agency pvt. ltd.,"supply chain, logistic regression, industry research, neural networks, project management, machine learning, business excellence, natural language processing",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: supply chain, logistic regression, industry research, neural networks, project management, machine learning, business excellence, natural language processing. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
366,data scientist,infosys,"cloud computing, team management, software configuration management, machine learning, agile, data processing, sdlc, analytics",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: cloud computing, team management, software configuration management, machine learning, agile, data processing, sdlc, analytics. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
367,data scientist (ai/ml consultant),capgemini,"data science, ai/ml, software engineering, software development principles, software, data, science, development",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist (ai/ml consultant). Skills: data science, ai/ml, software engineering, software development principles, software, data, science, development. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
368,data scientist,alcon laboratories,"change management, business transformation, data management, machine learning, agile, system design, predictive modeling, pharmacovigilance",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: change management, business transformation, data management, machine learning, agile, system design, predictive modeling, pharmacovigilance. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
369,data scientist,a leading global analytical firm,"machine learning, python, sql, data science, artificial intelligence, natural language processing, statistical modeling, deep learning",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: machine learning, python, sql, data science, artificial intelligence, natural language processing, statistical modeling, deep learning. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
370,data scientist,tmd - the modern dimension,"data science, data scientist, machine learning, algorithm, machine, data, science, algorithms",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: data science, data scientist, machine learning, algorithm, machine, data, science, algorithms. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
371,data scientist,valuenable,"automation, claims, statistical analysis, data science, gcp, underwriting, fraud analytics, customer support",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data scientist. Skills: automation, claims, statistical analysis, data science, gcp, underwriting, fraud analytics, customer support. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
372,data engineer / data scientist,thales,"deep learning, hp data protector, aerospace, gcp, machine learning, data processing, operations, sql",bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe...,bengaluru,1-2 yrs,"data engineer / data scientist. Skills: deep learning, hp data protector, aerospace, gcp, machine learning, data processing, operations, sql. Description: bachelors / masters degree in computer science (or similar degrees) . 1-2 years of expe..."
373,data scientist (microfinance),muthoot microfin,"sql query, data science, data wrangling and visualization, python, predictive analytics, hypothesis testing, data mining, data extraction","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist (microfinance). Skills: sql query, data science, data wrangling and visualization, python, predictive analytics, hypothesis testing, data mining, data extraction. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
374,data scientist,maruti suzuki,"sas, data security, analytical, machine learning, customer retention, data collection, marketing operations, principal","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: sas, data security, analytical, machine learning, customer retention, data collection, marketing operations, principal. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
375,data scientist 1,mondelez,"data analysis, sales planning, sas, analytical, packaging, business intelligence, consumer goods, analytics","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist 1. Skills: data analysis, sales planning, sas, analytical, packaging, business intelligence, consumer goods, analytics. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
376,data scientist lead-genai,vizlogic digital solutions,"genai, data science, nlp, people management skills, stakeholder management, people management, data, natural language processing","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist lead-genai. Skills: genai, data science, nlp, people management skills, stakeholder management, people management, data, natural language processing. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
377,commercial data scientist,exxon mobil corporation,"networking, neural networks, machine learning, agile, pattern recognition, forecasting, python, logistics","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"commercial data scientist. Skills: networking, neural networks, machine learning, agile, pattern recognition, forecasting, python, logistics. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
378,data scientist - apm,smiths detection,"data modeling, billing, data structures, http, mvc, open source, matlab, information technology","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist - apm. Skills: data modeling, billing, data structures, http, mvc, open source, matlab, information technology. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
379,data scientist | scienaptic ai,scienaptic systems,"business process, loans, business analytics, analytical, finance, credit underwriting, credit risk management, sql","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist | scienaptic ai. Skills: business process, loans, business analytics, analytical, finance, credit underwriting, credit risk management, sql. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
380,marketing data scientist,paypal,"operations research, automation, data modeling, project management, analytical, management consulting, business intelligence, sql","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"marketing data scientist. Skills: operations research, automation, data modeling, project management, analytical, management consulting, business intelligence, sql. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
381,data scientist,nimoy.ai,"deep learning, nosql, gcp, social media, django, machine learning, data structures, data mining","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: deep learning, nosql, gcp, social media, django, machine learning, data structures, data mining. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
382,data scientist,biz tech consultants,"data science, pytorch, model creation/ solution, model optimization, computer vision, genai, azure, opencv","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: data science, pytorch, model creation/ solution, model optimization, computer vision, genai, azure, opencv. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
383,data scientist,sberbank,"data analysis, development manager, analytical, agile, continuous improvement, business solutions, operations, internship","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: data analysis, development manager, analytical, agile, continuous improvement, business solutions, operations, internship. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
384,data scientist,neostats analytics solutions,"python, data science, machine learning, machine learning algorithms, data wrangling, programming, data, machine","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: python, data science, machine learning, machine learning algorithms, data wrangling, programming, data, machine. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
385,lead data scientist - machine learning (ml) job,yash technologies,"automation, data analysis, gcp, analytical, machine learning, conceptualization, metallurgy, sql","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"lead data scientist - machine learning (ml) job. Skills: automation, data analysis, gcp, analytical, machine learning, conceptualization, metallurgy, sql. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
386,data scientist,right aligned solutions,"azure data factory, etl, pandas, sql azure, python, microsoft azure, data, factory","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: azure data factory, etl, pandas, sql azure, python, microsoft azure, data, factory. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
387,ts - data scientist,srivango,"python, data scientist, tensorflow, pytorch, artificial intelligence, machine learning, deep learning, scikit-learn","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"ts - data scientist. Skills: python, data scientist, tensorflow, pytorch, artificial intelligence, machine learning, deep learning, scikit-learn. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
388,data scientist,globant,"data science, cloudformation, cassandra, sql, azure ml, jenkins, github actions, terraform","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: data science, cloudformation, cassandra, sql, azure ml, jenkins, github actions, terraform. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
389,senior data scientist / machine learning engineer,arivonix,"performance tuning, system architecture, backend, coding, gcp, debugging, machine learning, data structures","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"senior data scientist / machine learning engineer. Skills: performance tuning, system architecture, backend, coding, gcp, debugging, machine learning, data structures. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
390,data scientist- fixed income,rarr technologies,"training, financial markets, data science, machine learning, statistics, fixed income securities, fixed income, machine","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist- fixed income. Skills: training, financial markets, data science, machine learning, statistics, fixed income securities, fixed income, machine. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
391,data scientist,futurism technologies,"data analysis, machine learning, programming, model development, predictive modeling, data visualization, business intelligence, monitoring","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: data analysis, machine learning, programming, model development, predictive modeling, data visualization, business intelligence, monitoring. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
392,data scientist,subhag healthtech,"relationship management, erp, surgical, pharma, analytical, healthcare, digital marketing, ms office","qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo...","kochi/cochin(mg road), ernakulam",8-12 yrs,"data scientist. Skills: relationship management, erp, surgical, pharma, analytical, healthcare, digital marketing, ms office. Description: qualified data scientist with 8+ years in bfsi, strong in data mining and predictive mo..."
393,data scientist,azira,"cloud computing, data analysis, neural networks, machine learning, data processing, forecasting, operations, sql","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: cloud computing, data analysis, neural networks, machine learning, data processing, forecasting, operations, sql. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
394,data scientist,xoom,"computer science, analytical, diversity and inclusion, hypothesis testing, instrumentation, wellness, analytics, monitoring","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: computer science, analytical, diversity and inclusion, hypothesis testing, instrumentation, wellness, analytics, monitoring. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
395,data scientist,faurecia,"computer vision, deep learning, data analysis, artificial intelligence, machine learning, manager technology, agile, automotive","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: computer vision, deep learning, data analysis, artificial intelligence, machine learning, manager technology, agile, automotive. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
396,data scientist with gen ai experience,ibm,"python, artificial intelligence, database management, ops, ml, repository management, github, mathematics","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist with gen ai experience. Skills: python, artificial intelligence, database management, ops, ml, repository management, github, mathematics. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
397,data scientist,faurecia,"training, career development, manager technology, agile, electronics, automotive, technology, technology management","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: training, career development, manager technology, agile, electronics, automotive, technology, technology management. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
398,data scientist-finops,volvo auto,"orchestration, gcp, analytical, data quality, continuous improvement, business intelligence, operations, analytics","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist-finops. Skills: orchestration, gcp, analytical, data quality, continuous improvement, business intelligence, operations, analytics. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
399,developer - data scientist,medline,"data analysis, enterprise applications, gcp, analytical, machine learning, model development, data visualization, sql","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"developer - data scientist. Skills: data analysis, enterprise applications, gcp, analytical, machine learning, model development, data visualization, sql. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
400,data scientist,mx technologies,"advanced analytics, python, data analysis, modeling, scala, data mining, predictive, random forest","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: advanced analytics, python, data analysis, modeling, scala, data mining, predictive, random forest. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
401,data scientist-ai and genai,resy,"computer science, product management, career development, operations research, usage, finance, agile, econometrics","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist-ai and genai. Skills: computer science, product management, career development, operations research, usage, finance, agile, econometrics. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
402,data scientist,paypal,"product engineering, analytical, machine learning, hypothesis testing, analytics, monitoring, sql, python","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: product engineering, analytical, machine learning, hypothesis testing, analytics, monitoring, sql, python. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
403,data scientist,acumen training and hr solutions,"data science, statistical modeling, demand forecasting, machine learning, python, machine, forecasting, data","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: data science, statistical modeling, demand forecasting, machine learning, python, machine, forecasting, data. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
404,data scientist,scienaptic systems,"business process, loans, business analytics, analytical, finance, credit underwriting, credit risk management, sql","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: business process, loans, business analytics, analytical, finance, credit underwriting, credit risk management, sql. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
405,data scientist,tata industries limited-tata insights and quants divison,"data analysis, data management, html, http, information management, data mining, econometrics, information technology","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: data analysis, data management, html, http, information management, data mining, econometrics, information technology. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
